Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
Q04411,0.050518134715025906,0.04792746113989637,0.08160621761658031,0.06476683937823834,0.02072538860103627,0.025906735751295335,0.05569948186528497,0.04145077720207254,0.027202072538860103,0.06606217616580311,0.10233160621761658,0.07772020725388601,0.019430051813471502,0.06606217616580311,0.031088082901554404,0.08678756476683938,0.05699481865284974,0.006476683937823834,0.03626943005181347,0.034974093264248704,4,3,5,3,2,1,0,2,7,5,6,4,1,0,4,3,6,1,3,2,0,2,6,3,2,1,1,1,3,2,3,1,2,1,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,2,3,2,5,3,3,0,8,12,11,4,9,8,0,4,9,9,11,6,7,3,4,7,11,4,1,4,0,4,9,2,4,3,3,0,3,5,5,5,3,6,1,1,0,0,1,0,0,0,2,5,3,2,2,2,0,3,11,10,6,5,5,1,3,12,4,5,3,3,0,1,10,5,1,2,4,0,3,4,1,3,4,5,1,4,4,3,1,1,2,2,1,1,0,0,1,1,1,3,2,2,3,1,0,0,2,12,5,4,4,6,0,3,8,4,4,3,2,0,2,5,2,2,2,1,1,2,3,1,0,0,2,0,3,1,4,1,5,1,0,0,1,1,0,1,0,0,6,6,3,0,4,0,0,1,6,8,6,2,3,0,0,3,3,0,3,2,2,1,1,2,3,2,0,1,2,3,2,1,3,2,1,2,3,2,3,2,1,0,0,1,1,0,0,0,0,1,6,2,3,0,2,0,2,4,7,5,1,4,1,2,3,3,2,3,0,0,0,4,1,3,0,5,0,4,5,2,1,2,0,0,2,6,0,2,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.5460440985732814,-0.7146562905317769,-0.38780804150453957,-0.8975356679636836,-2.033722438391699,-0.35019455252918286,-0.6718547341115434,-1.4747081712062258,-0.8054474708171206,-1.191958495460441,-1.1452658884565499,-0.6316472114137484,-0.814526588845655,-1.4422827496757458,-1.0155642023346303,0.005188067444876783,-0.23476005188067445,-2.4280155642023344,-1.2684824902723735,-1.0376134889753568
Q04461,0.05194805194805195,0.08441558441558442,0.0735930735930736,0.06060606060606061,0.004329004329004329,0.04112554112554113,0.08441558441558442,0.06493506493506493,0.01948051948051948,0.05627705627705628,0.07142857142857142,0.05627705627705628,0.021645021645021644,0.032467532467532464,0.05411255411255411,0.08441558441558442,0.06926406926406926,0.004329004329004329,0.030303030303030304,0.03463203463203463,1,2,1,1,2,4,1,2,5,1,0,2,2,0,4,2,3,2,4,1,0,0,1,3,3,1,3,0,1,2,0,1,2,1,0,1,2,3,1,3,1,0,1,0,0,0,0,0,0,2,2,2,2,2,3,0,2,8,6,3,3,1,0,4,5,4,2,2,3,0,5,1,2,3,1,1,0,4,5,1,2,3,2,1,1,2,2,3,1,2,0,0,0,0,0,0,0,0,3,1,7,4,0,2,0,4,1,5,4,4,3,0,4,4,10,1,3,2,0,0,2,2,2,0,1,0,0,0,3,3,4,1,0,1,2,1,3,4,3,0,0,0,0,0,0,0,0,2,4,1,2,1,1,0,2,2,2,2,2,1,0,1,1,5,1,0,3,0,3,3,2,2,2,2,0,0,1,3,0,1,0,0,2,5,0,2,1,2,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,3,2,2,2,4,3,0,2,6,2,1,0,0,0,1,3,2,1,1,1,0,0,3,3,3,1,2,0,1,2,3,0,1,1,0,0,0,0,1,0,0,0,2,0,4,2,0,0,0,0,5,5,2,3,1,0,2,3,0,0,2,4,0,2,1,0,2,0,4,0,3,5,1,0,1,2,0,2,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5401301518438177,-0.3470715835140998,-0.14533622559652928,-0.5227765726681128,-2.156182212581345,-0.09327548806941431,-0.13665943600867678,-1.2689804772234274,-0.89587852494577,-1.4837310195227766,-1.4273318872017353,-0.19739696312364424,-0.8980477223427332,-1.7483731019522777,-1.1062906724511932,0.0,-0.31670281995661603,-2.386117136659436,-1.3015184381778742,-1.1648590021691974
Q04477,0.03286384976525822,0.046948356807511735,0.07981220657276995,0.0892018779342723,0.0,0.023474178403755867,0.1267605633802817,0.03286384976525822,0.009389671361502348,0.07511737089201878,0.13145539906103287,0.11267605633802817,0.014084507042253521,0.018779342723004695,0.023474178403755867,0.07981220657276995,0.018779342723004695,0.004694835680751174,0.023474178403755867,0.056338028169014086,0,1,1,1,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,2,0,2,1,3,0,2,1,1,0,2,1,0,1,0,0,1,1,3,0,3,2,2,0,2,2,0,2,5,3,2,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,1,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,1,3,2,0,3,0,0,3,3,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,3,2,1,1,7,0,1,1,0,0,1,2,0,1,1,2,1,2,1,0,1,4,2,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5566037735849056,-0.32547169811320753,-0.12264150943396226,-0.33490566037735847,-2.3207547169811322,0.33962264150943394,0.42452830188679247,-1.8820754716981132,-0.8537735849056604,-1.0188679245283019,-0.7688679245283019,0.09905660377358491,-0.6792452830188679,-1.8066037735849056,-1.849056603773585,-0.2028301886792453,-0.37264150943396224,-2.688679245283019,-1.4339622641509433,-1.0047169811320755
Q04673,0.0455531453362256,0.06073752711496746,0.039045553145336226,0.0650759219088937,0.04338394793926247,0.0455531453362256,0.06290672451193059,0.04772234273318872,0.039045553145336226,0.0650759219088937,0.08893709327548807,0.0737527114967462,0.021691973969631236,0.039045553145336226,0.04772234273318872,0.07592190889370933,0.049891540130151846,0.004338394793926247,0.019522776572668113,0.0650759219088937,0,2,1,2,1,1,0,5,3,5,2,2,3,1,3,2,0,3,2,2,0,1,1,2,1,5,0,0,3,2,1,2,0,2,1,3,2,1,1,1,1,1,0,1,0,0,0,0,0,3,4,4,2,4,4,0,6,9,6,1,4,3,0,7,7,0,1,3,3,1,4,0,2,2,2,1,0,1,1,5,1,1,2,0,1,1,1,5,3,1,1,1,1,0,1,0,1,0,4,4,1,3,1,1,0,6,7,4,3,1,1,1,0,4,3,1,1,0,0,0,1,2,2,0,0,3,2,4,1,0,3,0,0,1,2,1,0,0,3,1,1,1,0,1,0,1,0,0,4,3,2,1,0,0,0,4,1,2,2,1,1,3,3,3,0,1,1,0,0,3,1,4,1,2,0,0,1,1,3,3,1,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,3,2,1,1,1,0,1,3,1,1,2,3,0,0,4,1,3,2,1,1,2,2,3,1,0,0,0,2,2,2,1,6,0,0,0,1,2,0,2,2,0,0,2,0,0,0,1,0,0,3,1,0,2,3,1,2,3,3,2,0,0,0,1,1,2,0,1,1,1,2,3,1,0,2,0,0,0,1,1,1,0,2,1,3,2,2,1,0,5,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,2,0,0,2,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,-0.5021739130434782,-0.7195652173913043,-0.6521739130434783,-0.9239130434782609,-1.5804347826086957,-0.34782608695652173,-0.4782608695652174,-1.4652173913043478,-0.8565217391304348,-1.1152173913043477,-1.0891304347826087,-0.48478260869565215,-0.7956521739130434,-1.6130434782608696,-1.2847826086956522,-0.21521739130434783,-0.38913043478260867,-2.5456521739130435,-1.367391304347826,-0.9021739130434783
Q04868,0.040293040293040296,0.02197802197802198,0.0989010989010989,0.04395604395604396,0.014652014652014652,0.040293040293040296,0.040293040293040296,0.02564102564102564,0.03663003663003663,0.0695970695970696,0.12454212454212454,0.047619047619047616,0.014652014652014652,0.05860805860805861,0.040293040293040296,0.13553113553113552,0.05128205128205128,0.003663003663003663,0.02564102564102564,0.06593406593406594,1,0,1,2,1,0,0,5,4,2,0,0,1,0,4,1,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,1,1,0,5,5,4,4,4,4,0,3,3,5,3,0,2,0,1,4,2,4,0,1,0,1,1,1,3,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,1,9,3,2,1,0,0,1,2,4,2,2,2,0,1,1,4,3,0,1,0,0,2,2,0,0,0,0,1,0,1,3,1,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,4,7,4,0,1,0,1,3,2,2,1,2,1,1,4,3,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,4,0,1,0,1,1,0,4,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7647058823529411,-1.1470588235294117,-0.5661764705882353,-1.25,-1.8272058823529411,-0.6764705882352942,-0.8676470588235294,-1.7683823529411764,-1.0147058823529411,-0.8933823529411765,-1.1580882352941178,-0.9117647058823529,-0.7095588235294118,-1.3198529411764706,-1.6102941176470589,-0.22794117647058823,-0.36764705882352944,-2.5294117647058822,-1.125,-0.8345588235294118
Q04921,0.03309692671394799,0.04964539007092199,0.08037825059101655,0.09219858156028368,0.01182033096926714,0.030732860520094562,0.06619385342789598,0.04964539007092199,0.02127659574468085,0.07328605200945626,0.09929078014184398,0.08747044917257683,0.01182033096926714,0.026004728132387706,0.03309692671394799,0.07328605200945626,0.0591016548463357,0.002364066193853428,0.04018912529550828,0.0591016548463357,0,3,1,0,1,0,0,1,4,6,1,1,3,0,2,0,2,2,1,0,0,2,1,1,2,0,4,0,1,4,2,2,3,3,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,3,3,1,3,4,1,0,2,10,5,1,1,4,0,3,7,3,2,4,2,0,3,2,2,3,0,1,0,2,1,1,1,2,0,0,0,6,4,3,3,3,0,1,0,0,0,0,0,0,0,3,2,4,5,1,0,4,3,2,2,0,4,1,1,0,2,3,3,2,0,0,1,1,3,4,3,0,2,3,5,0,0,1,0,2,2,3,1,1,2,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,2,2,2,3,1,1,0,5,1,0,1,0,2,0,0,2,3,2,1,3,0,1,1,0,1,3,1,0,3,3,4,0,1,2,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,3,2,2,2,2,3,0,4,3,2,2,1,1,1,0,3,1,1,1,1,0,1,2,3,1,2,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0,1,2,1,1,3,2,4,1,2,4,0,0,5,2,2,2,4,0,1,2,1,0,1,1,0,0,3,3,2,0,0,0,1,4,1,2,2,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0402843601895735,-0.7061611374407583,-0.6161137440758294,-0.8388625592417062,-2.1943127962085307,-0.46208530805687204,-0.22748815165876776,-1.8696682464454977,-1.085308056872038,-1.0118483412322274,-1.1161137440758293,-0.36018957345971564,-0.9146919431279621,-1.4644549763033174,-1.6374407582938388,-0.6350710900473934,-0.6232227488151659,-2.6824644549763033,-1.3601895734597156,-0.9928909952606635
Q05080,0.04783258594917788,0.061285500747384154,0.06427503736920777,0.059790732436472344,0.005979073243647235,0.053811659192825115,0.06576980568011959,0.04484304932735426,0.02242152466367713,0.05530642750373692,0.07772795216741404,0.08221225710014948,0.0343796711509716,0.029895366218236172,0.03736920777279522,0.11659192825112108,0.059790732436472344,0.01046337817638266,0.028400597907324365,0.04185351270553064,3,5,1,2,2,1,0,3,6,3,1,5,2,0,1,6,5,1,1,4,0,0,3,2,2,0,4,0,3,0,7,1,2,4,0,1,2,2,2,0,2,1,0,0,0,0,0,0,0,2,4,1,3,3,5,0,2,10,7,4,3,2,0,2,4,11,4,1,3,0,10,3,7,3,2,2,0,5,4,2,4,4,6,0,0,0,4,1,3,1,1,1,0,0,0,0,0,0,0,5,4,1,3,2,0,6,3,9,6,2,2,0,7,6,21,7,4,7,0,4,5,5,3,4,2,0,3,3,3,2,2,1,0,2,1,8,7,3,4,1,0,0,0,0,0,0,0,3,5,5,2,3,1,0,1,3,2,8,6,3,1,3,5,5,4,1,4,0,2,2,2,0,2,2,0,0,8,2,1,2,1,0,1,1,4,3,2,1,0,0,0,0,0,0,0,0,4,1,6,2,1,0,0,4,4,1,6,4,0,0,1,1,5,5,0,5,0,2,3,4,2,3,1,0,2,2,2,6,5,0,0,1,6,3,1,1,2,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,1,2,3,2,5,1,0,1,5,6,2,6,3,0,1,8,2,0,3,1,0,1,2,1,1,2,2,0,3,4,2,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43263473053892215,-0.011976047904191617,-0.28592814371257486,-0.35479041916167664,-1.6092814371257484,0.6017964071856288,0.5479041916167665,-1.281437125748503,-0.19461077844311378,-1.125748502994012,-0.8158682634730539,0.3188622754491018,-0.3473053892215569,-1.2919161676646707,-0.7035928143712575,-0.0718562874251497,-0.4491017964071856,-1.7604790419161678,-0.8667664670658682,-1.0239520958083832
Q05567,0.06281833616298811,0.035653650254668934,0.044142614601018676,0.04923599320882852,0.015280135823429542,0.025466893039049237,0.04923599320882852,0.07979626485568761,0.03225806451612903,0.06281833616298811,0.100169779286927,0.06791171477079797,0.030560271646859084,0.04074702886247878,0.04923599320882852,0.0730050933786078,0.05263157894736842,0.011884550084889643,0.04584040747028863,0.07130730050933787,8,10,6,3,2,1,1,8,7,3,1,6,3,1,6,5,10,4,3,2,0,2,6,3,0,1,1,1,2,4,1,1,1,2,0,0,4,1,0,2,2,0,1,0,1,0,0,0,0,5,5,9,4,2,4,0,4,7,8,8,5,5,0,7,6,2,5,3,3,0,3,7,3,2,2,1,0,2,1,8,2,2,2,0,3,4,2,5,0,5,1,1,0,1,0,0,0,0,11,5,4,3,4,2,1,8,4,4,3,3,2,1,7,3,3,2,4,0,0,3,4,2,1,4,1,0,3,6,1,3,2,1,0,1,2,5,0,1,1,1,0,1,0,0,0,0,0,1,3,6,1,1,0,0,5,8,6,4,1,2,0,2,3,1,2,1,3,0,2,1,2,0,0,0,0,1,3,2,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,3,2,0,2,1,0,2,6,2,1,2,4,0,6,3,3,1,1,0,1,1,3,2,2,0,0,0,2,1,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,1,0,2,4,3,1,0,3,0,2,4,1,1,3,1,0,1,5,0,0,0,0,1,0,2,0,1,0,1,0,4,2,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31462585034013607,-1.2261904761904763,-1.227891156462585,-1.3724489795918366,-2.2738095238095237,-1.2568027210884354,-0.9727891156462585,-1.5051020408163265,-1.1224489795918366,-0.9404761904761905,-1.0714285714285714,-1.0918367346938775,-0.7653061224489796,-1.566326530612245,-1.7261904761904763,-0.8690476190476191,-0.8452380952380952,-2.8418367346938775,-1.3928571428571428,-0.8282312925170068
Q05568,0.04451038575667656,0.05637982195845697,0.03857566765578635,0.02967359050445104,0.03857566765578635,0.04747774480712166,0.06231454005934718,0.04747774480712166,0.020771513353115726,0.06528189910979229,0.12166172106824925,0.08902077151335312,0.032640949554896145,0.05341246290801187,0.04154302670623145,0.07418397626112759,0.04451038575667656,0.011869436201780416,0.04154302670623145,0.03857566765578635,1,1,2,0,1,0,0,3,6,5,0,1,0,0,0,1,2,0,1,2,0,1,1,0,1,0,0,0,0,1,2,0,2,0,1,1,3,0,1,1,1,0,0,1,1,0,0,0,0,3,4,1,1,2,3,1,3,8,6,4,4,2,2,2,5,4,1,2,2,0,2,1,5,1,1,1,1,2,1,4,1,2,1,1,1,1,2,1,1,0,0,0,2,1,0,1,1,0,0,4,0,1,2,2,0,4,6,2,3,3,3,3,0,5,2,3,1,0,0,2,0,1,0,1,0,1,1,2,2,1,1,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,1,0,0,3,1,0,0,2,3,2,0,2,1,0,2,0,0,0,3,0,0,0,2,4,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,2,2,2,2,1,0,0,4,8,0,0,1,1,0,0,1,2,2,0,1,0,2,0,3,1,1,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,3,1,0,2,0,0,1,1,1,0,1,1,0,0,2,1,0,2,1,0,0,3,0,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7946428571428571,-0.41964285714285715,-0.9702380952380952,-1.2708333333333333,-1.3988095238095237,-0.3333333333333333,-0.6577380952380952,-1.8958333333333333,-0.8779761904761905,-0.9315476190476191,-0.43452380952380953,-0.6577380952380952,-0.8125,-0.8214285714285714,-1.2321428571428572,-0.2708333333333333,-0.7023809523809523,-1.8482142857142858,-0.9672619047619048,-0.8958333333333334
Q05580,0.0406885758998435,0.051643192488262914,0.07668231611893583,0.048513302034428794,0.0297339593114241,0.04225352112676056,0.06259780907668232,0.04538341158059468,0.03442879499217527,0.03755868544600939,0.08763693270735524,0.09389671361502347,0.010954616588419406,0.046948356807511735,0.050078247261345854,0.10328638497652583,0.06572769953051644,0.003129890453834116,0.03442879499217527,0.03442879499217527,2,3,3,1,0,2,0,1,3,2,4,3,1,0,1,4,5,3,2,1,2,0,3,2,2,1,3,0,1,3,3,1,2,1,0,1,1,2,1,0,2,0,0,4,1,0,0,0,0,3,1,2,3,2,1,3,1,5,5,9,4,3,3,6,6,10,3,3,2,0,4,7,2,6,5,3,2,2,5,4,3,2,3,0,3,2,3,1,1,3,2,0,2,2,0,0,0,0,3,4,5,1,1,2,1,4,7,8,4,4,3,0,6,10,11,3,4,3,0,2,5,2,3,4,2,0,2,3,3,2,5,3,1,1,2,3,1,1,4,0,1,1,0,0,0,0,0,1,1,1,3,4,0,0,3,5,6,1,3,4,0,2,2,3,1,5,2,0,2,4,3,4,4,1,1,3,6,2,2,4,1,0,0,3,3,3,2,2,0,0,1,1,0,1,0,0,1,2,3,1,4,1,1,4,4,4,8,4,1,0,1,4,4,5,0,2,0,1,2,2,2,3,2,0,4,4,1,3,2,1,0,2,0,2,3,2,0,2,0,1,0,0,0,0,0,0,3,3,1,0,1,0,0,2,3,0,1,2,1,1,3,5,2,3,2,0,1,1,4,2,1,2,0,1,4,3,1,0,1,0,1,1,3,2,4,2,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,2,4,2,3,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1551724137931034,-0.40282131661442006,-0.8714733542319749,-1.5031347962382444,-1.1865203761755485,-0.31191222570532917,-0.493730407523511,-1.5642633228840126,0.032915360501567396,-1.9890282131661443,-1.8307210031347962,0.032915360501567396,-1.6144200626959249,-1.85423197492163,-1.3934169278996866,-0.02037617554858934,-0.493730407523511,-3.19435736677116,-1.5031347962382444,-1.8072100313479624
Q05791,0.05555555555555555,0.03888888888888889,0.06111111111111111,0.08888888888888889,0.011111111111111112,0.03888888888888889,0.09166666666666666,0.019444444444444445,0.022222222222222223,0.058333333333333334,0.1,0.06666666666666667,0.011111111111111112,0.04722222222222222,0.05555555555555555,0.06666666666666667,0.041666666666666664,0.019444444444444445,0.03888888888888889,0.06666666666666667,3,3,0,0,0,1,0,2,3,2,2,2,6,0,0,0,0,2,2,1,0,1,1,0,2,1,0,0,0,3,1,1,0,0,0,2,2,0,5,2,0,0,1,0,0,0,0,0,0,3,5,2,1,3,3,0,2,5,5,2,5,6,0,2,2,3,2,3,3,0,1,2,2,0,0,0,0,1,6,0,2,1,0,0,2,5,2,5,4,4,0,0,0,0,0,0,0,0,1,3,2,1,0,3,0,0,2,2,0,0,3,0,1,0,3,3,0,3,1,0,3,1,3,0,2,0,0,3,1,0,1,1,0,0,0,4,3,0,3,1,0,0,0,1,0,0,0,0,2,0,1,1,1,0,2,5,2,0,1,4,0,3,4,1,0,0,1,0,0,3,2,0,2,1,0,1,3,1,1,0,0,0,1,1,3,0,1,2,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,9,5,2,0,1,3,0,3,0,1,1,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,2,5,2,1,1,0,0,1,1,4,1,1,2,0,3,3,2,1,2,4,1,1,4,1,2,0,0,0,2,2,1,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.935933147632312,-1.1002785515320335,-0.724233983286908,-0.5793871866295265,-2.181058495821727,-0.5821727019498607,-0.4373259052924791,-2.0083565459610027,-1.256267409470752,-1.3342618384401115,-1.350974930362117,-0.7158774373259053,-1.181058495821727,-1.501392757660167,-1.3231197771587744,-0.44846796657381616,-0.6016713091922006,-2.4233983286908076,-1.1977715877437325,-1.2061281337047354
