Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
P40957,Q06675,0,bipartite_non_edge,169.0,155.0
P40957,Q12033,0,bipartite_non_edge,169.0,155.0
P40957,Q12329,0,bipartite_non_edge,169.0,155.0
P40963,P40969,0,bipartite_non_edge,169.0,155.0
P40963,P41543,0,bipartite_non_edge,169.0,155.0
P40963,P41695,0,bipartite_non_edge,169.0,155.0
P40963,P47037,0,bipartite_non_edge,169.0,155.0
P40963,P47115,0,bipartite_non_edge,169.0,155.0
P40963,P53886,0,bipartite_non_edge,169.0,155.0
P40963,P53971,0,bipartite_non_edge,169.0,155.0
P40963,P57743,0,bipartite_non_edge,169.0,155.0
P40963,Q02884,0,bipartite_non_edge,169.0,155.0
P40963,Q02939,0,bipartite_non_edge,169.0,155.0
P40963,Q03790,0,bipartite_non_edge,169.0,155.0
P40963,Q05580,0,bipartite_non_edge,169.0,155.0
P40963,Q12084,0,bipartite_non_edge,169.0,155.0
P40963,Q12329,0,bipartite_non_edge,169.0,155.0
P40969,P47129,0,bipartite_non_edge,169.0,155.0
P40969,P53112,0,bipartite_non_edge,169.0,155.0
P40969,P53184,0,bipartite_non_edge,169.0,155.0
P40969,P81449,0,bipartite_non_edge,169.0,155.0
P40969,Q03790,0,bipartite_non_edge,169.0,155.0
P40969,Q03860,0,bipartite_non_edge,169.0,155.0
P40969,Q03898,0,bipartite_non_edge,169.0,155.0
P40969,Q04477,0,bipartite_non_edge,169.0,155.0
P40969,Q06704,0,bipartite_non_edge,169.0,155.0
P40969,Q08581,0,bipartite_non_edge,169.0,155.0
P40969,Q08601,0,bipartite_non_edge,169.0,155.0
P40969,Q12020,0,bipartite_non_edge,169.0,155.0
P40969,Q12084,0,bipartite_non_edge,169.0,155.0
P40969,Q12102,0,bipartite_non_edge,169.0,155.0
P40969,Q12159,0,bipartite_non_edge,169.0,155.0
P40969,Q12263,0,bipartite_non_edge,169.0,155.0
P40969,Q12446,0,bipartite_non_edge,169.0,155.0
P41543,P53617,0,bipartite_non_edge,169.0,155.0
P41543,Q02908,0,bipartite_non_edge,169.0,155.0
P41543,Q03954,0,bipartite_non_edge,169.0,155.0
P41543,Q06410,0,bipartite_non_edge,169.0,155.0
P41543,Q12066,0,bipartite_non_edge,169.0,155.0
P41543,Q12159,0,bipartite_non_edge,169.0,155.0
P41695,P43605,0,bipartite_non_edge,169.0,155.0
P41695,P50623,0,bipartite_non_edge,169.0,155.0
P41695,P53617,0,bipartite_non_edge,169.0,155.0
P41695,Q03790,0,bipartite_non_edge,169.0,155.0
P41695,Q03818,0,bipartite_non_edge,169.0,155.0
P41695,Q03898,0,bipartite_non_edge,169.0,155.0
P41695,Q06675,0,bipartite_non_edge,169.0,155.0
P41695,Q06704,0,bipartite_non_edge,169.0,155.0
P41695,Q06706,0,bipartite_non_edge,169.0,155.0
P41695,Q12066,0,bipartite_non_edge,169.0,155.0
P41695,Q12159,0,bipartite_non_edge,169.0,155.0
P41697,P41921,0,bipartite_non_edge,169.0,155.0
P41697,P47017,0,bipartite_non_edge,169.0,155.0
P41697,P47037,0,bipartite_non_edge,169.0,155.0
P41697,P80667,0,bipartite_non_edge,169.0,155.0
P41697,Q04477,0,bipartite_non_edge,169.0,155.0
P41697,Q04868,0,bipartite_non_edge,169.0,155.0
P41697,Q12020,0,bipartite_non_edge,169.0,155.0
P41921,P50623,0,bipartite_non_edge,169.0,155.0
P41921,P52917,0,bipartite_non_edge,169.0,155.0
P41921,P54786,0,bipartite_non_edge,169.0,155.0
P41921,Q00684,0,bipartite_non_edge,169.0,155.0
P41921,Q02100,0,bipartite_non_edge,169.0,155.0
P41921,Q02884,0,bipartite_non_edge,169.0,155.0
P41921,Q02939,0,bipartite_non_edge,169.0,155.0
P41921,Q03898,0,bipartite_non_edge,169.0,155.0
P41921,Q04868,0,bipartite_non_edge,169.0,155.0
P41921,Q05080,0,bipartite_non_edge,169.0,155.0
P41921,Q06704,0,bipartite_non_edge,169.0,155.0
P41921,Q08581,0,bipartite_non_edge,169.0,155.0
P41921,Q12066,0,bipartite_non_edge,169.0,155.0
P41921,Q12329,0,bipartite_non_edge,169.0,155.0
P42935,P47095,0,bipartite_non_edge,169.0,155.0
P42935,P80667,0,bipartite_non_edge,169.0,155.0
P42935,Q06440,0,bipartite_non_edge,169.0,155.0
P42935,Q06675,0,bipartite_non_edge,169.0,155.0
P42935,Q06708,0,bipartite_non_edge,169.0,155.0
P42935,Q08601,0,bipartite_non_edge,169.0,155.0
P42935,Q12134,0,bipartite_non_edge,169.0,155.0
P42935,Q12334,0,bipartite_non_edge,169.0,155.0
P42935,Q12446,0,bipartite_non_edge,169.0,155.0
P43605,P47095,0,bipartite_non_edge,169.0,155.0
P43605,P50623,0,bipartite_non_edge,169.0,155.0
P43605,P52917,0,bipartite_non_edge,169.0,155.0
P43605,P53112,0,bipartite_non_edge,169.0,155.0
P43605,P53617,0,bipartite_non_edge,169.0,155.0
P43605,P53895,0,bipartite_non_edge,169.0,155.0
P43605,P61829,0,bipartite_non_edge,169.0,155.0
P43605,Q02908,0,bipartite_non_edge,169.0,155.0
P43605,Q03954,0,bipartite_non_edge,169.0,155.0
P43605,Q04477,0,bipartite_non_edge,169.0,155.0
P43605,Q04921,0,bipartite_non_edge,169.0,155.0
P43605,Q05568,0,bipartite_non_edge,169.0,155.0
P43605,Q05580,0,bipartite_non_edge,169.0,155.0
P43605,Q05791,0,bipartite_non_edge,169.0,155.0
P43605,Q12020,0,bipartite_non_edge,169.0,155.0
P43605,Q12154,0,bipartite_non_edge,169.0,155.0
P43605,Q12263,0,bipartite_non_edge,169.0,155.0
P43639,P47025,0,bipartite_non_edge,169.0,155.0
P43639,P53886,0,bipartite_non_edge,169.0,155.0
P43639,P53895,0,bipartite_non_edge,169.0,155.0
P43639,P80667,0,bipartite_non_edge,169.0,155.0
P43639,P81449,0,bipartite_non_edge,169.0,155.0
P43639,Q00684,0,bipartite_non_edge,169.0,155.0
P43639,Q05080,0,bipartite_non_edge,169.0,155.0
P43639,Q06675,0,bipartite_non_edge,169.0,155.0
P43639,Q06706,0,bipartite_non_edge,169.0,155.0
P43639,Q06708,0,bipartite_non_edge,169.0,155.0
P43639,Q08581,0,bipartite_non_edge,169.0,155.0
P43639,Q12154,0,bipartite_non_edge,169.0,155.0
P43639,Q12159,0,bipartite_non_edge,169.0,155.0
P43639,Q12334,0,bipartite_non_edge,169.0,155.0
P43639,Q12390,0,bipartite_non_edge,169.0,155.0
P43639,Q12440,0,bipartite_non_edge,169.0,155.0
P46946,P47129,0,bipartite_non_edge,169.0,155.0
P46946,P54786,0,bipartite_non_edge,169.0,155.0
P46946,Q03898,0,bipartite_non_edge,169.0,155.0
P46946,Q06706,0,bipartite_non_edge,169.0,155.0
P46946,Q12134,0,bipartite_non_edge,169.0,155.0
P46946,Q12440,0,bipartite_non_edge,169.0,155.0
P46946,Q12446,0,bipartite_non_edge,169.0,155.0
P46954,P46964,0,bipartite_non_edge,169.0,155.0
P46954,P52891,0,bipartite_non_edge,169.0,155.0
P46954,P53971,0,bipartite_non_edge,169.0,155.0
P46954,Q00582,0,bipartite_non_edge,169.0,155.0
P46954,Q02100,0,bipartite_non_edge,169.0,155.0
P46954,Q12066,0,bipartite_non_edge,169.0,155.0
P46954,Q12329,0,bipartite_non_edge,169.0,155.0
P46964,P47115,0,bipartite_non_edge,169.0,155.0
P46964,P53253,0,bipartite_non_edge,169.0,155.0
P46964,P53617,0,bipartite_non_edge,169.0,155.0
P46964,P53886,0,bipartite_non_edge,169.0,155.0
P46964,P80667,0,bipartite_non_edge,169.0,155.0
P46964,Q03654,0,bipartite_non_edge,169.0,155.0
P46964,Q04048,0,bipartite_non_edge,169.0,155.0
P46964,Q04411,0,bipartite_non_edge,169.0,155.0
P46964,Q04868,0,bipartite_non_edge,169.0,155.0
P46964,Q06169,0,bipartite_non_edge,169.0,155.0
P46964,Q06708,0,bipartite_non_edge,169.0,155.0
P47011,P47017,0,bipartite_non_edge,169.0,155.0
P47011,P47037,0,bipartite_non_edge,169.0,155.0
P47011,P47129,0,bipartite_non_edge,169.0,155.0
P47011,P54786,0,bipartite_non_edge,169.0,155.0
P47011,P57743,0,bipartite_non_edge,169.0,155.0
P47011,P80667,0,bipartite_non_edge,169.0,155.0
P47011,Q02884,0,bipartite_non_edge,169.0,155.0
P47011,Q05580,0,bipartite_non_edge,169.0,155.0
P47011,Q06410,0,bipartite_non_edge,169.0,155.0
P47011,Q06706,0,bipartite_non_edge,169.0,155.0
P47011,Q08581,0,bipartite_non_edge,169.0,155.0
P47011,Q12263,0,bipartite_non_edge,169.0,155.0
P47017,P47129,0,bipartite_non_edge,169.0,155.0
P47017,P53184,0,bipartite_non_edge,169.0,155.0
P47017,P53895,0,bipartite_non_edge,169.0,155.0
P47017,P54861,0,bipartite_non_edge,169.0,155.0
P47017,P81449,0,bipartite_non_edge,169.0,155.0
P47017,Q02908,0,bipartite_non_edge,169.0,155.0
P47017,Q03898,0,bipartite_non_edge,169.0,155.0
P47017,Q03954,0,bipartite_non_edge,169.0,155.0
P47017,Q04477,0,bipartite_non_edge,169.0,155.0
P47017,Q12329,0,bipartite_non_edge,169.0,155.0
P47025,P47095,0,bipartite_non_edge,169.0,155.0
P47025,P47129,0,bipartite_non_edge,169.0,155.0
P47025,P53253,0,bipartite_non_edge,169.0,155.0
P47025,P80667,0,bipartite_non_edge,169.0,155.0
P47025,Q03818,0,bipartite_non_edge,169.0,155.0
P47025,Q04868,0,bipartite_non_edge,169.0,155.0
P47025,Q05580,0,bipartite_non_edge,169.0,155.0
P47025,Q06440,0,bipartite_non_edge,169.0,155.0
P47025,Q06675,0,bipartite_non_edge,169.0,155.0
P47025,Q12066,0,bipartite_non_edge,169.0,155.0
P47025,Q12134,0,bipartite_non_edge,169.0,155.0
P47025,Q12365,0,bipartite_non_edge,169.0,155.0
P47037,P52891,0,bipartite_non_edge,169.0,155.0
P47037,P53617,0,bipartite_non_edge,169.0,155.0
P47037,P53886,0,bipartite_non_edge,169.0,155.0
P47037,P81449,0,bipartite_non_edge,169.0,155.0
P47037,Q06675,0,bipartite_non_edge,169.0,155.0
P47037,Q12159,0,bipartite_non_edge,169.0,155.0
P47037,Q12306,0,bipartite_non_edge,169.0,155.0
P47037,Q12329,0,bipartite_non_edge,169.0,155.0
P47095,P52891,0,bipartite_non_edge,169.0,155.0
P47095,P57743,0,bipartite_non_edge,169.0,155.0
P47095,Q04477,0,bipartite_non_edge,169.0,155.0
P47095,Q07457,0,bipartite_non_edge,169.0,155.0
P47095,Q12066,0,bipartite_non_edge,169.0,155.0
P47095,Q12306,0,bipartite_non_edge,169.0,155.0
P47115,P53886,0,bipartite_non_edge,169.0,155.0
P47115,P53895,0,bipartite_non_edge,169.0,155.0
P47115,P53971,0,bipartite_non_edge,169.0,155.0
P47115,P57743,0,bipartite_non_edge,169.0,155.0
P47115,Q02908,0,bipartite_non_edge,169.0,155.0
P47115,Q03954,0,bipartite_non_edge,169.0,155.0
P47115,Q06169,0,bipartite_non_edge,169.0,155.0
P47115,Q06675,0,bipartite_non_edge,169.0,155.0
P47129,P53184,0,bipartite_non_edge,169.0,155.0
P47129,P53253,0,bipartite_non_edge,169.0,155.0
P47129,P61829,0,bipartite_non_edge,169.0,155.0
P47129,P80667,0,bipartite_non_edge,169.0,155.0
P47129,Q02884,0,bipartite_non_edge,169.0,155.0
P47129,Q02939,0,bipartite_non_edge,169.0,155.0
P47129,Q03790,0,bipartite_non_edge,169.0,155.0
P47129,Q04003,0,bipartite_non_edge,169.0,155.0
P47129,Q05568,0,bipartite_non_edge,169.0,155.0
P47129,Q12159,0,bipartite_non_edge,169.0,155.0
P47129,Q12263,0,bipartite_non_edge,169.0,155.0
P48361,P53253,0,bipartite_non_edge,169.0,155.0
P48361,P53617,0,bipartite_non_edge,169.0,155.0
P48361,P53886,0,bipartite_non_edge,169.0,155.0
P48361,P54786,0,bipartite_non_edge,169.0,155.0
P48361,Q04868,0,bipartite_non_edge,169.0,155.0
P48361,Q05568,0,bipartite_non_edge,169.0,155.0
P48361,Q06410,0,bipartite_non_edge,169.0,155.0
P48361,Q06706,0,bipartite_non_edge,169.0,155.0
P48361,Q07457,0,bipartite_non_edge,169.0,155.0
P48361,Q12329,0,bipartite_non_edge,169.0,155.0
P50623,P53971,0,bipartite_non_edge,169.0,155.0
P50623,P61829,0,bipartite_non_edge,169.0,155.0
P50623,Q03818,0,bipartite_non_edge,169.0,155.0
P50623,Q05791,0,bipartite_non_edge,169.0,155.0
P50623,Q12102,0,bipartite_non_edge,169.0,155.0
P52891,P57743,0,bipartite_non_edge,169.0,155.0
P52891,Q02908,0,bipartite_non_edge,169.0,155.0
P52891,Q03818,0,bipartite_non_edge,169.0,155.0
P52891,Q03860,0,bipartite_non_edge,169.0,155.0
P52891,Q04921,0,bipartite_non_edge,169.0,155.0
P52891,Q05580,0,bipartite_non_edge,169.0,155.0
P52891,Q06169,0,bipartite_non_edge,169.0,155.0
P52917,P80667,0,bipartite_non_edge,169.0,155.0
P52917,Q02100,0,bipartite_non_edge,169.0,155.0
P52917,Q02908,0,bipartite_non_edge,169.0,155.0
P52917,Q06706,0,bipartite_non_edge,169.0,155.0
P52917,Q12306,0,bipartite_non_edge,169.0,155.0
P52917,Q12329,0,bipartite_non_edge,169.0,155.0
P52917,Q12446,0,bipartite_non_edge,169.0,155.0
P53112,P53886,0,bipartite_non_edge,169.0,155.0
P53112,Q03818,0,bipartite_non_edge,169.0,155.0
P53112,Q03860,0,bipartite_non_edge,169.0,155.0
P53112,Q03954,0,bipartite_non_edge,169.0,155.0
P53112,Q04003,0,bipartite_non_edge,169.0,155.0
P53112,Q12329,0,bipartite_non_edge,169.0,155.0
P53112,Q12446,0,bipartite_non_edge,169.0,155.0
P53184,P57743,0,bipartite_non_edge,169.0,155.0
P53184,Q03654,0,bipartite_non_edge,169.0,155.0
P53184,Q03898,0,bipartite_non_edge,169.0,155.0
P53184,Q05080,0,bipartite_non_edge,169.0,155.0
P53184,Q05568,0,bipartite_non_edge,169.0,155.0
P53184,Q08601,0,bipartite_non_edge,169.0,155.0
P53184,Q12033,0,bipartite_non_edge,169.0,155.0
P53184,Q12066,0,bipartite_non_edge,169.0,155.0
P53184,Q12263,0,bipartite_non_edge,169.0,155.0
P53184,Q12306,0,bipartite_non_edge,169.0,155.0
P53184,Q12329,0,bipartite_non_edge,169.0,155.0
P53184,Q12446,0,bipartite_non_edge,169.0,155.0
P53253,P53895,0,bipartite_non_edge,169.0,155.0
P53253,Q00582,0,bipartite_non_edge,169.0,155.0
P53253,Q03654,0,bipartite_non_edge,169.0,155.0
P53253,Q03860,0,bipartite_non_edge,169.0,155.0
P53253,Q03898,0,bipartite_non_edge,169.0,155.0
P53253,Q05080,0,bipartite_non_edge,169.0,155.0
P53253,Q06440,0,bipartite_non_edge,169.0,155.0
P53253,Q12159,0,bipartite_non_edge,169.0,155.0
P53253,Q12334,0,bipartite_non_edge,169.0,155.0
P53253,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P53253,Q92331,0,bipartite_non_edge,169.0,155.0
P53617,P57743,0,bipartite_non_edge,169.0,155.0
P53617,Q00582,0,bipartite_non_edge,169.0,155.0
P53617,Q00684,0,bipartite_non_edge,169.0,155.0
P53617,Q04868,0,bipartite_non_edge,169.0,155.0
P53617,Q05791,0,bipartite_non_edge,169.0,155.0
P53617,Q06706,0,bipartite_non_edge,169.0,155.0
P53617,Q12084,0,bipartite_non_edge,169.0,155.0
P53617,Q12440,0,bipartite_non_edge,169.0,155.0
P53886,P61829,0,bipartite_non_edge,169.0,155.0
P53886,Q02100,0,bipartite_non_edge,169.0,155.0
P53886,Q02884,0,bipartite_non_edge,169.0,155.0
P53886,Q04003,0,bipartite_non_edge,169.0,155.0
P53886,Q04477,0,bipartite_non_edge,169.0,155.0
P53886,Q05791,0,bipartite_non_edge,169.0,155.0
P53886,Q06708,0,bipartite_non_edge,169.0,155.0
P53886,Q12033,0,bipartite_non_edge,169.0,155.0
P53886,Q12154,0,bipartite_non_edge,169.0,155.0
P53886,Q12263,0,bipartite_non_edge,169.0,155.0
P53886,Q12329,0,bipartite_non_edge,169.0,155.0
P53895,P53971,0,bipartite_non_edge,169.0,155.0
P53895,P80667,0,bipartite_non_edge,169.0,155.0
P53895,Q00684,0,bipartite_non_edge,169.0,155.0
P53895,Q02908,0,bipartite_non_edge,169.0,155.0
P53895,Q03860,0,bipartite_non_edge,169.0,155.0
P53895,Q03954,0,bipartite_non_edge,169.0,155.0
P53895,Q04003,0,bipartite_non_edge,169.0,155.0
P53895,Q05568,0,bipartite_non_edge,169.0,155.0
P53895,Q12020,0,bipartite_non_edge,169.0,155.0
P53895,Q12263,0,bipartite_non_edge,169.0,155.0
P53895,Q12334,0,bipartite_non_edge,169.0,155.0
P53895,Q12446,0,bipartite_non_edge,169.0,155.0
P53971,P54861,0,bipartite_non_edge,169.0,155.0
P53971,Q03654,0,bipartite_non_edge,169.0,155.0
P53971,Q03860,0,bipartite_non_edge,169.0,155.0
P53971,Q04868,0,bipartite_non_edge,169.0,155.0
P53971,Q05580,0,bipartite_non_edge,169.0,155.0
P53971,Q12154,0,bipartite_non_edge,169.0,155.0
P53971,Q12446,0,bipartite_non_edge,169.0,155.0
P54786,Q00684,0,bipartite_non_edge,169.0,155.0
P54786,Q02884,0,bipartite_non_edge,169.0,155.0
P54786,Q03654,0,bipartite_non_edge,169.0,155.0
P54786,Q03954,0,bipartite_non_edge,169.0,155.0
P54786,Q04411,0,bipartite_non_edge,169.0,155.0
P54786,Q04477,0,bipartite_non_edge,169.0,155.0
P54786,Q06706,0,bipartite_non_edge,169.0,155.0
P54786,Q08601,0,bipartite_non_edge,169.0,155.0
P54786,Q12020,0,bipartite_non_edge,169.0,155.0
P54786,Q12329,0,bipartite_non_edge,169.0,155.0
P54786,Q12440,0,bipartite_non_edge,169.0,155.0
P54786,Q92331,0,bipartite_non_edge,169.0,155.0
P54861,P61829,0,bipartite_non_edge,169.0,155.0
P54861,P80667,0,bipartite_non_edge,169.0,155.0
P54861,Q02939,0,bipartite_non_edge,169.0,155.0
P54861,Q04003,0,bipartite_non_edge,169.0,155.0
P54861,Q12020,0,bipartite_non_edge,169.0,155.0
P57743,P81449,0,bipartite_non_edge,169.0,155.0
P57743,Q03818,0,bipartite_non_edge,169.0,155.0
P57743,Q03898,0,bipartite_non_edge,169.0,155.0
P57743,Q03954,0,bipartite_non_edge,169.0,155.0
P57743,Q04003,0,bipartite_non_edge,169.0,155.0
P57743,Q05568,0,bipartite_non_edge,169.0,155.0
P57743,Q12033,0,bipartite_non_edge,169.0,155.0
P57743,Q12365,0,bipartite_non_edge,169.0,155.0
P61829,Q02908,0,bipartite_non_edge,169.0,155.0
P61829,Q04048,0,bipartite_non_edge,169.0,155.0
P61829,Q04477,0,bipartite_non_edge,169.0,155.0
P61829,Q06706,0,bipartite_non_edge,169.0,155.0
P61829,Q12365,0,bipartite_non_edge,169.0,155.0
P80667,Q04003,0,bipartite_non_edge,169.0,155.0
P80667,Q04921,0,bipartite_non_edge,169.0,155.0
P80667,Q06410,0,bipartite_non_edge,169.0,155.0
P80667,Q06440,0,bipartite_non_edge,169.0,155.0
P80667,Q06706,0,bipartite_non_edge,169.0,155.0
P80667,Q06708,0,bipartite_non_edge,169.0,155.0
P80667,Q08581,0,bipartite_non_edge,169.0,155.0
P80667,Q12263,0,bipartite_non_edge,169.0,155.0
P80667,Q12306,0,bipartite_non_edge,169.0,155.0
P81449,Q02908,0,bipartite_non_edge,169.0,155.0
P81449,Q03790,0,bipartite_non_edge,169.0,155.0
P81449,Q03954,0,bipartite_non_edge,169.0,155.0
P81449,Q04048,0,bipartite_non_edge,169.0,155.0
P81449,Q04477,0,bipartite_non_edge,169.0,155.0
P81449,Q05568,0,bipartite_non_edge,169.0,155.0
P81449,Q06169,0,bipartite_non_edge,169.0,155.0
P81449,Q12134,0,bipartite_non_edge,169.0,155.0
P81449,Q12306,0,bipartite_non_edge,169.0,155.0
P81449,Q12329,0,bipartite_non_edge,169.0,155.0
Q00582,Q00684,0,bipartite_non_edge,169.0,155.0
Q00582,Q03790,0,bipartite_non_edge,169.0,155.0
Q00582,Q03954,0,bipartite_non_edge,169.0,155.0
Q00582,Q04411,0,bipartite_non_edge,169.0,155.0
Q00582,Q04477,0,bipartite_non_edge,169.0,155.0
Q00582,Q04921,0,bipartite_non_edge,169.0,155.0
Q00582,Q07457,0,bipartite_non_edge,169.0,155.0
Q00582,Q08601,0,bipartite_non_edge,169.0,155.0
Q00582,Q12134,0,bipartite_non_edge,169.0,155.0
Q00582,Q12263,0,bipartite_non_edge,169.0,155.0
Q00582,Q12329,0,bipartite_non_edge,169.0,155.0
Q00582,Q12334,0,bipartite_non_edge,169.0,155.0
Q00582,Q92331,0,bipartite_non_edge,169.0,155.0
Q00684,Q03954,0,bipartite_non_edge,169.0,155.0
Q00684,Q04921,0,bipartite_non_edge,169.0,155.0
Q00684,Q06410,0,bipartite_non_edge,169.0,155.0
Q00684,Q06675,0,bipartite_non_edge,169.0,155.0
Q00684,Q07457,0,bipartite_non_edge,169.0,155.0
Q00684,Q12102,0,bipartite_non_edge,169.0,155.0
Q00684,Q12154,0,bipartite_non_edge,169.0,155.0
Q00684,Q12334,0,bipartite_non_edge,169.0,155.0
Q00684,Q12440,0,bipartite_non_edge,169.0,155.0
Q00684,Q92331,0,bipartite_non_edge,169.0,155.0
Q02100,Q03654,0,bipartite_non_edge,169.0,155.0
Q02100,Q05568,0,bipartite_non_edge,169.0,155.0
Q02100,Q06706,0,bipartite_non_edge,169.0,155.0
Q02100,Q12066,0,bipartite_non_edge,169.0,155.0
Q02100,Q12306,0,bipartite_non_edge,169.0,155.0
Q02100,Q12329,0,bipartite_non_edge,169.0,155.0
Q02100,Q12446,0,bipartite_non_edge,169.0,155.0
Q02884,Q02939,0,bipartite_non_edge,169.0,155.0
Q02884,Q04003,0,bipartite_non_edge,169.0,155.0
Q02884,Q12134,0,bipartite_non_edge,169.0,155.0
Q02884,Q12159,0,bipartite_non_edge,169.0,155.0
Q02884,Q12446,0,bipartite_non_edge,169.0,155.0
Q02908,Q03860,0,bipartite_non_edge,169.0,155.0
Q02908,Q06708,0,bipartite_non_edge,169.0,155.0
Q02908,Q12102,0,bipartite_non_edge,169.0,155.0
Q02908,Q12159,0,bipartite_non_edge,169.0,155.0
Q02908,Q12263,0,bipartite_non_edge,169.0,155.0
Q02908,Q12306,0,bipartite_non_edge,169.0,155.0
Q02939,Q03818,0,bipartite_non_edge,169.0,155.0
Q02939,Q03860,0,bipartite_non_edge,169.0,155.0
Q02939,Q04003,0,bipartite_non_edge,169.0,155.0
Q02939,Q04048,0,bipartite_non_edge,169.0,155.0
Q02939,Q04411,0,bipartite_non_edge,169.0,155.0
Q02939,Q06675,0,bipartite_non_edge,169.0,155.0
Q02939,Q06708,0,bipartite_non_edge,169.0,155.0
Q02939,Q12033,0,bipartite_non_edge,169.0,155.0
Q02939,Q12084,0,bipartite_non_edge,169.0,155.0
Q02939,Q12134,0,bipartite_non_edge,169.0,155.0
Q02939,Q12263,0,bipartite_non_edge,169.0,155.0
Q02939,Q12365,0,bipartite_non_edge,169.0,155.0
Q03654,Q03790,0,bipartite_non_edge,169.0,155.0
Q03654,Q03860,0,bipartite_non_edge,169.0,155.0
Q03654,Q03954,0,bipartite_non_edge,169.0,155.0
Q03654,Q04003,0,bipartite_non_edge,169.0,155.0
Q03654,Q04921,0,bipartite_non_edge,169.0,155.0
Q03654,Q05568,0,bipartite_non_edge,169.0,155.0
Q03654,Q06440,0,bipartite_non_edge,169.0,155.0
Q03654,Q06708,0,bipartite_non_edge,169.0,155.0
Q03654,Q12334,0,bipartite_non_edge,169.0,155.0
Q03790,Q03818,0,bipartite_non_edge,169.0,155.0
Q03790,Q06410,0,bipartite_non_edge,169.0,155.0
Q03790,Q06706,0,bipartite_non_edge,169.0,155.0
Q03790,Q07457,0,bipartite_non_edge,169.0,155.0
Q03790,Q12329,0,bipartite_non_edge,169.0,155.0
Q03790,Q12390,0,bipartite_non_edge,169.0,155.0
Q03818,Q03860,0,bipartite_non_edge,169.0,155.0
Q03818,Q03898,0,bipartite_non_edge,169.0,155.0
Q03818,Q04048,0,bipartite_non_edge,169.0,155.0
Q03818,Q05568,0,bipartite_non_edge,169.0,155.0
Q03818,Q06410,0,bipartite_non_edge,169.0,155.0
Q03818,Q06708,0,bipartite_non_edge,169.0,155.0
Q03818,Q12066,0,bipartite_non_edge,169.0,155.0
Q03860,Q05568,0,bipartite_non_edge,169.0,155.0
Q03898,Q04003,0,bipartite_non_edge,169.0,155.0
Q03898,Q04477,0,bipartite_non_edge,169.0,155.0
Q03898,Q12263,0,bipartite_non_edge,169.0,155.0
Q03898,Q12446,0,bipartite_non_edge,169.0,155.0
Q03898,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q03954,Q04411,0,bipartite_non_edge,169.0,155.0
Q03954,Q04477,0,bipartite_non_edge,169.0,155.0
Q03954,Q06440,0,bipartite_non_edge,169.0,155.0
Q03954,Q12020,0,bipartite_non_edge,169.0,155.0
Q03954,Q12033,0,bipartite_non_edge,169.0,155.0
Q03954,Q12066,0,bipartite_non_edge,169.0,155.0
Q03954,Q12134,0,bipartite_non_edge,169.0,155.0
Q03954,Q12329,0,bipartite_non_edge,169.0,155.0
Q04003,Q05080,0,bipartite_non_edge,169.0,155.0
Q04003,Q05580,0,bipartite_non_edge,169.0,155.0
Q04003,Q06410,0,bipartite_non_edge,169.0,155.0
Q04003,Q06708,0,bipartite_non_edge,169.0,155.0
Q04003,Q07457,0,bipartite_non_edge,169.0,155.0
Q04003,Q12306,0,bipartite_non_edge,169.0,155.0
Q04048,Q05580,0,bipartite_non_edge,169.0,155.0
Q04048,Q08601,0,bipartite_non_edge,169.0,155.0
Q04048,Q12066,0,bipartite_non_edge,169.0,155.0
Q04048,Q12084,0,bipartite_non_edge,169.0,155.0
Q04048,Q12102,0,bipartite_non_edge,169.0,155.0
Q04048,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q04411,Q05080,0,bipartite_non_edge,169.0,155.0
Q04411,Q05568,0,bipartite_non_edge,169.0,155.0
Q04411,Q05580,0,bipartite_non_edge,169.0,155.0
Q04411,Q08581,0,bipartite_non_edge,169.0,155.0
Q04411,Q08601,0,bipartite_non_edge,169.0,155.0
Q04477,Q04921,0,bipartite_non_edge,169.0,155.0
Q04477,Q06410,0,bipartite_non_edge,169.0,155.0
Q04477,Q12134,0,bipartite_non_edge,169.0,155.0
Q04477,Q12154,0,bipartite_non_edge,169.0,155.0
Q04868,Q05080,0,bipartite_non_edge,169.0,155.0
Q04868,Q05568,0,bipartite_non_edge,169.0,155.0
Q04868,Q05580,0,bipartite_non_edge,169.0,155.0
Q04868,Q06410,0,bipartite_non_edge,169.0,155.0
Q04868,Q12084,0,bipartite_non_edge,169.0,155.0
Q04868,Q12306,0,bipartite_non_edge,169.0,155.0
Q04921,Q08601,0,bipartite_non_edge,169.0,155.0
Q04921,Q12020,0,bipartite_non_edge,169.0,155.0
Q04921,Q12033,0,bipartite_non_edge,169.0,155.0
Q04921,Q12134,0,bipartite_non_edge,169.0,155.0
Q04921,Q12306,0,bipartite_non_edge,169.0,155.0
Q05080,Q12020,0,bipartite_non_edge,169.0,155.0
Q05080,Q12033,0,bipartite_non_edge,169.0,155.0
Q05080,Q12084,0,bipartite_non_edge,169.0,155.0
Q05080,Q12102,0,bipartite_non_edge,169.0,155.0
Q05080,Q12390,0,bipartite_non_edge,169.0,155.0
Q05080,Q3E7C1,0,bipartite_non_edge,169.0,155.0
